iter	Logloss
182	0.2083313716
183	0.2082184327
184	0.2081258066
185	0.2080016007
186	0.2079223842
187	0.2077561116
188	0.2076837135
189	0.2075670047
190	0.2074670266
191	0.207395239
192	0.2072931585
193	0.2071229245
194	0.2070151849
195	0.2069531158
196	0.2065400891
197	0.2063558874
198	0.2059212085
199	0.2054531657
200	0.2052578281
201	0.205162836
202	0.2050881264
203	0.2050120103
204	0.2049046852
205	0.2048033275
206	0.2046112617
207	0.2043524319
208	0.2042298066
209	0.2040621542
210	0.2039598671
211	0.2038753375
212	0.2036089608
213	0.2035086999
214	0.2033348851
215	0.2032994253
216	0.2031670174
217	0.202976858
218	0.2029011294
219	0.2027535137
220	0.202710613
221	0.2026346293
222	0.2025091446
223	0.2024257919
224	0.2023306774
225	0.2021896571
226	0.2020521503
227	0.2019252961
228	0.2018076879
229	0.201712863
230	0.2015828666
231	0.201524634
232	0.2014226988
233	0.2013648283
234	0.2013028001
235	0.2011706548
236	0.2010528648
237	0.2007222707
238	0.2006606605
239	0.2006007821
240	0.2003707266
241	0.2002336547
242	0.2001673726
243	0.1999839896
244	0.1999182746
245	0.1997879044
246	0.1996073686
247	0.1995165039
248	0.1992947051
249	0.1991931947
250	0.1988560876
251	0.1987214109
252	0.1984869039
253	0.1984084106
254	0.1983432732
255	0.1982132126
256	0.1981533473
257	0.1980398199
258	0.1979816036
259	0.197930887
260	0.1978406749
261	0.1977716388
262	0.1976422961
263	0.1975930371
264	0.1974093429
265	0.1972920705
266	0.1972343757
267	0.1972090089
268	0.1971318265
269	0.1970496436
270	0.1968696818
271	0.1967307293
272	0.1966425041
273	0.1965562949
274	0.1962978071
275	0.1959421716
276	0.1958094572
277	0.195695743
278	0.1956231421
279	0.1955485839
280	0.1954740297
281	0.1953978627
282	0.1952845713
283	0.1951735409
284	0.1950931583
285	0.1949556075
286	0.1947628879
287	0.1946479209
288	0.19457906
289	0.1945275036
290	0.1943492475
291	0.1942415942
292	0.194172265
293	0.194061382
294	0.1939646429
295	0.193883503
296	0.193692804
297	0.1935482812
298	0.1934447064
299	0.1933126907
300	0.1931218359
301	0.1930459711
302	0.1929917188
303	0.1928344578
304	0.1927625232
305	0.1926758282
306	0.1925692528
307	0.192341511
308	0.1921604303
309	0.1921107431
310	0.192018782
311	0.19195097
312	0.1918953227
313	0.1917918511
314	0.1917269746
315	0.19160105
316	0.191516544
317	0.1914275063
318	0.1913355447
319	0.1911805694
320	0.1911033648
321	0.1910266825
322	0.190937817
323	0.1908234675
324	0.1907746308
325	0.1906367325
326	0.1904859393
327	0.1903687473
328	0.1902958929
329	0.1902092081
330	0.1899253763
331	0.1898646101
332	0.1897660534
333	0.1896346315
334	0.1894943768
335	0.1893771277
336	0.1893242968
337	0.1892668668
338	0.1892227502
339	0.1891478434
340	0.1891155112
341	0.1889933322
342	0.188926186
343	0.188818896
344	0.1887089495
345	0.1886136261
346	0.1884730051
347	0.1883557651
348	0.1882841135
349	0.1881830463
350	0.1880673481
351	0.1879151679
352	0.1878568404
353	0.1878177041
354	0.187602814
355	0.187532661
356	0.18741671
357	0.1872777108
358	0.1871378838
359	0.1869487294
360	0.1868208805
361	0.1867564872
362	0.1865602071
363	0.1864580623
364	0.186400933
365	0.1863556277
366	0.1862779417
367	0.1862202603
368	0.1861782316
369	0.1861346462
370	0.1860229259
371	0.1859826465
372	0.1858974342
373	0.1857721547
374	0.1855842157
375	0.185530265
376	0.1854179089
377	0.185301041
378	0.1851103635
379	0.1849930889
380	0.1849841277
381	0.1848295836
382	0.1846453063
383	0.1845517023
384	0.18448872
385	0.1843763153
386	0.1842782993
387	0.1840499528
388	0.1839690776
389	0.1838533914
390	0.1837581059
391	0.1836914257
392	0.1836306214
393	0.1835819572
394	0.1834667284
395	0.1833678817
396	0.1831932974
397	0.183111293
398	0.1829774723
399	0.1828917279
400	0.1828034909
401	0.1826303171
402	0.1825513143
403	0.1824776921
404	0.1823447873
405	0.1822973285
406	0.1822313041
407	0.1821573386
408	0.1820341299
409	0.1819247183
410	0.1818564847
411	0.181766633
412	0.1816765544
413	0.1816336636
414	0.1815852842
415	0.1814984576
416	0.1813331878
417	0.1812736785
418	0.1811249524
419	0.1809984057
420	0.1809467472
421	0.180888458
422	0.1808214251
423	0.1807230768
424	0.1806405217
425	0.1805671353
426	0.180436818
427	0.180376823
428	0.1803507813
429	0.1803202641
430	0.1802676509
431	0.1801852293
432	0.1800857184
433	0.1799846474
434	0.1799105687
435	0.1797583601
436	0.1796499721
437	0.1796163543
438	0.179542292
439	0.1794738317
440	0.1794068908
441	0.1793295593
442	0.1792496208
443	0.1791491212
444	0.1789864312
445	0.1789275328
446	0.1788102668
447	0.1786127744
448	0.1785300768
449	0.1784354013
450	0.1783871467
451	0.1783045235
452	0.1782590857
453	0.1780920894
454	0.1779827682
455	0.1778950951
456	0.1777922198
457	0.1777240917
458	0.1776838489
459	0.1776156197
460	0.1774369677
461	0.1773930355
462	0.1772901359
463	0.1771977698
464	0.1771200981
465	0.1770181187
466	0.176936616
467	0.1768856521
468	0.1767740293
469	0.1766808762
470	0.1765486681
471	0.1764965768
472	0.176407824
473	0.1763360942
474	0.1762848745
475	0.1762240825
476	0.1761769025
477	0.1760925469
478	0.1759723679
479	0.1758953798
480	0.1758341384
481	0.175758824
482	0.1756946156
483	0.1756378213
484	0.1756283527
485	0.17552503
486	0.1754435123
487	0.1754009793
488	0.1753275723
489	0.1752370223
490	0.1751463425
491	0.175071003
492	0.1750132287
493	0.1749410256
494	0.1748702577
495	0.1747954093
496	0.1747274366
497	0.1746724011
498	0.1746198264
499	0.1745360061
500	0.1744915674
501	0.1743828832
502	0.1742948228
503	0.1742144122
504	0.1741359833
505	0.1740311616
506	0.1739624593
507	0.1738882873
508	0.1738129426
509	0.1737023966
510	0.1736266188
511	0.1735090705
512	0.1734627989
513	0.1734012609
514	0.1733667248
515	0.1733068098
516	0.1732071935
517	0.1731191459
518	0.1730761029
519	0.173011135
520	0.1728096505
521	0.1727549087
522	0.1726904564
523	0.1726206938
524	0.1725582735
525	0.1724897464
526	0.1724211328
527	0.1723638626
528	0.1722974198
529	0.1722856441
530	0.1722656135
531	0.1721980954
532	0.1721050809
533	0.1720005265
534	0.1719022147
535	0.1718628942
536	0.1718437629
537	0.1718062343
538	0.171757302
539	0.1716309242
540	0.1715736445
541	0.1714735357
542	0.1714094131
543	0.1713541277
544	0.1713033721
545	0.1712044066
546	0.171147626
547	0.1710548294
548	0.1709863148
549	0.1709155578
550	0.1707925132
551	0.1707422419
552	0.1706122045
553	0.1705297653
554	0.1704981513
555	0.1704483196
556	0.170378958
557	0.1702526726
558	0.1701558764
559	0.1701031729
560	0.1700512178
561	0.169997927
562	0.1699452833
563	0.1698810616
564	0.1698209226
565	0.1696924732
566	0.1696022204
567	0.1695583784
568	0.169491736
569	0.1694073211
570	0.1693405351
571	0.1691889724
572	0.1690924478
573	0.1690047333
574	0.168954379
575	0.1689117076
576	0.1688488627
577	0.1687751741
578	0.1687176111
579	0.1686926749
580	0.1686110356
581	0.1685402857
582	0.1684913342
583	0.1684016095
584	0.1683053106
585	0.1682255037
586	0.1681716937
587	0.1680785821
588	0.1680189647
589	0.1679809192
590	0.1678973023
591	0.1678641464
592	0.1678196789
593	0.1677630934
594	0.1677037016
595	0.1676040863
596	0.1675355946
597	0.1674696256
598	0.1673898979
599	0.1673065197
600	0.1672466743
601	0.1671754279
602	0.1671312859
603	0.1670987204
604	0.167021571
605	0.1669727483
606	0.1668831349
607	0.1668370398
608	0.1668009812
609	0.1667583059
610	0.1667013228
611	0.1666276137
612	0.1665799383
613	0.1665234936
614	0.1664501703
615	0.1664124647
616	0.1663567758
617	0.1662894749
618	0.166236136
619	0.1661790488
620	0.1661221232
621	0.1660694771
622	0.1660196915
623	0.1659590166
624	0.165953661
625	0.1658914637
626	0.1658429601
627	0.1657606127
628	0.1656540071
629	0.1656016066
630	0.1655355464
631	0.1654573592
632	0.1654028928
633	0.1653496708
634	0.1653196956
635	0.1652687729
636	0.1652099499
637	0.1651525738
638	0.1651136808
639	0.1650011304
640	0.1649212945
641	0.1648324538
642	0.1647942571
643	0.1647798758
644	0.1647354053
645	0.1646854187
646	0.1646207722
647	0.1645642722
648	0.1645021075
649	0.1644504807
650	0.1643906156
651	0.1643127249
652	0.1642506838
653	0.1641674514
654	0.1640106071
655	0.1639729823
656	0.1638816833
657	0.1638060035
658	0.1637446694
659	0.1636523439
660	0.1635873867
661	0.1635410078
662	0.1634233744
663	0.1633703628
664	0.163293084
665	0.1632303054
666	0.1631962498
667	0.1631694157
668	0.1630642819
669	0.1630128262
670	0.1629525611
671	0.1628541659
672	0.1627913207
673	0.1627370272
674	0.162689446
675	0.1626306877
676	0.1625378698
677	0.1624798738
678	0.1624265223
679	0.1623438503
680	0.1623228388
681	0.1622947386
682	0.1622646241
683	0.1622162672
684	0.1621553515
685	0.1620966162
686	0.1620835439
687	0.1620339561
688	0.1619810103
689	0.1619627785
690	0.1618918775
691	0.1618778611
692	0.1618291636
693	0.1617503816
694	0.1617161448
695	0.1617048704
696	0.161639138
697	0.1615504903
698	0.161516088
699	0.1614513292
700	0.1614130784
701	0.1613627221
702	0.1612499073
703	0.1612038699
704	0.1611326553
705	0.1610692261
706	0.1610156949
707	0.1609702604
708	0.1609207017
709	0.1608326614
710	0.160763406
711	0.1607120099
712	0.1606678012
713	0.1605431985
714	0.1604832165
715	0.1604160712
716	0.1603721392
717	0.1603453754
718	0.160307404
719	0.1602628637
720	0.1602084152
721	0.1601232116
722	0.1601026595
723	0.16000735
724	0.1598920526
725	0.1598524968
726	0.1598114832
727	0.1597654298
728	0.1596886391
729	0.1596137161
730	0.1595750961
731	0.1594748132
732	0.1593958131
733	0.1593384805
734	0.1593016723
735	0.15927056
736	0.1592242165
737	0.1591862857
738	0.159089705
739	0.1590409762
740	0.1590093497
741	0.1589701957
742	0.1589337349
743	0.1588918574
744	0.1588433369
745	0.1587922478
746	0.1587153183
747	0.1586687801
748	0.1586188313
749	0.1585704084
750	0.1585104179
751	0.1584723721
752	0.1584436643
753	0.1584044487
754	0.1583254525
755	0.1582662243
756	0.1582373099
757	0.1581753483
758	0.1581041535
759	0.1580346859
760	0.1579735222
761	0.1579191557
762	0.157862217
763	0.1578177848
764	0.1577439194
765	0.1576529132
766	0.1576016485
767	0.1575464353
768	0.1575019857
769	0.1574731135
770	0.1574271795
771	0.1573790932
772	0.1573310006
773	0.1572964347
774	0.1572540271
775	0.1572135744
776	0.1571704403
777	0.1571469856
778	0.1570890982
779	0.157031332
780	0.1569751097
781	0.1568926237
782	0.1568223971
783	0.1567832018
784	0.1566923855
785	0.1566426405
786	0.1566189502
787	0.1565844569
788	0.1565371506
789	0.15650296
790	0.1564641927
791	0.1564103896
792	0.1563761043
793	0.1563071887
794	0.1562680439
795	0.1562374584
796	0.1561782818
797	0.1561298355
798	0.1560836467
799	0.1560404619
800	0.156009288
801	0.1559715536
802	0.1559369303
803	0.1558772489
804	0.1558601612
805	0.15581485
806	0.1557748705
807	0.155735927
808	0.1556027759
809	0.1555552344
810	0.1555038976
811	0.1554386466
812	0.1553939777
813	0.1553346466
814	0.1552937396
815	0.1552622395
816	0.1551759845
817	0.1551424157
818	0.1550872988
819	0.1550561525
820	0.1550215735
821	0.1549625058
822	0.1549322142
823	0.1548340291
824	0.1547961054
825	0.1546506894
826	0.1546128337
827	0.1545644895
828	0.1545010678
829	0.1544529881
830	0.1544177347
831	0.1543823268
832	0.1543438098
833	0.1543094788
834	0.1542480953
835	0.1542112577
836	0.1541723771
837	0.1541103857
838	0.1540600781
839	0.1540146414
840	0.1539741797
841	0.1539154814
842	0.1538630356
843	0.1537938131
844	0.1536738374
845	0.153634695
846	0.153573251
847	0.1535307593
848	0.1534809917
849	0.1534245366
850	0.1533843652
851	0.1533336695
852	0.1532634923
853	0.1532192599
854	0.1531781981
855	0.1531302602
856	0.1530759741
857	0.1530329719
858	0.153009809
859	0.1529724193
860	0.1529008935
861	0.15286788
862	0.1528121649
863	0.1527910963
864	0.1526855025
865	0.1526233349
866	0.1525757689
867	0.1525174749
868	0.1524793782
869	0.1524595927
870	0.15240351
871	0.1523638505
872	0.1523211356
873	0.1522604279
874	0.1522311805
875	0.1521656137
876	0.1521123454
877	0.1520526685
878	0.1519686198
879	0.1518873092
880	0.1518325203
881	0.1517753958
882	0.1517194713
883	0.1516576631
884	0.1516036033
885	0.1515791315
886	0.151535515
887	0.1514814265
888	0.1514389621
889	0.1513833446
890	0.1513170307
891	0.1512864954
892	0.1512555251
893	0.1512221351
894	0.1511898414
895	0.1511269274
896	0.1510886479
897	0.1510463277
898	0.1509952624
899	0.150946265
900	0.1508950919
901	0.1508328856
902	0.1507492481
903	0.150682662
904	0.1506252271
905	0.1505521354
906	0.1504980975
907	0.1504190977
908	0.1503728616
909	0.1502653794
910	0.1502084013
911	0.150147837
912	0.1500819567
913	0.1500418254
914	0.1500012222
915	0.1499649711
916	0.1499149497
917	0.1498694392
918	0.1498287587
919	0.1497837847
920	0.1497280388
921	0.1496196313
922	0.1495583968
923	0.1495151596
924	0.1494751689
925	0.1494253613
926	0.1493371736
927	0.1493059679
928	0.1492261906
929	0.149169396
930	0.149118969
931	0.149067018
932	0.1490139201
933	0.1489927257
934	0.1489242766
935	0.1488782726
936	0.1488265679
937	0.1487866887
938	0.1486851768
939	0.1486291166
940	0.1486097417
941	0.1485846655
942	0.1485668648
943	0.1485583806
944	0.1484854628
945	0.1483981267
946	0.1483637343
947	0.1483502865
948	0.1482801323
949	0.1482199994
950	0.1481508663
951	0.1480557657
952	0.1479679237
953	0.147926088
954	0.1478271991
955	0.1477865714
956	0.1477535502
957	0.1477112939
958	0.1476776822
959	0.1476004808
960	0.1475073547
961	0.1474457909
962	0.1474036822
963	0.1473686061
964	0.1473217207
965	0.14723253
966	0.1471926249
967	0.1471487697
968	0.1471078483
969	0.1470411328
970	0.1469977386
971	0.1469239539
972	0.146881534
973	0.1467989626
974	0.1467387267
975	0.1466846625
976	0.146648932
977	0.1465839906
978	0.1465479824
979	0.1464825479
980	0.1464625694
981	0.1464212786
982	0.1463454331
983	0.1463243452
984	0.1462857766
985	0.1462462795
986	0.1462086358
987	0.1461793713
988	0.1461334041
989	0.1460638709
990	0.1459952627
991	0.145947005
992	0.145866996
993	0.1458019581
994	0.1457653742
995	0.1457380344
996	0.1456957069
997	0.1456625047
998	0.1456414139
999	0.1455994078
452
3779
